# One UI drawable parity map
# reference drawable | representation | Compose mapping | status
ic_oui_weather_fog|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_fog]|mapped
ic_oui_weather_hail|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_hail]|mapped
ic_oui_weather_heavy_rain|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_heavy_rain]|mapped
ic_oui_weather_hot|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_hot]|mapped
ic_oui_weather_hurricane|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_hurricane]|mapped
ic_oui_weather_ice|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_ice]|mapped
ic_oui_weather_loading|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_loading]|mapped
ic_oui_weather_mostly_clear|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_mostly_clear]|mapped
ic_oui_weather_night|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_night]|mapped
ic_oui_weather_oobe|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_oobe]|mapped
ic_oui_weather_partly_sunny|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_partly_sunny]|mapped
ic_oui_weather_partly_sunny_with_flurries|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_partly_sunny_with_flurries]|mapped
ic_oui_weather_partly_sunny_with_shower|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_partly_sunny_with_shower]|mapped
ic_oui_weather_partly_sunny_with_thunder_shower|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_partly_sunny_with_thunder_shower]|mapped
ic_oui_weather_rain|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_rain]|mapped
ic_oui_weather_rain_and_snow_mixed|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_rain_and_snow_mixed]|mapped
ic_oui_weather_sand_storm|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_sand_storm]|mapped
ic_oui_weather_shower|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_shower]|mapped
ic_oui_weather_snow|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_snow]|mapped
ic_oui_weather_sunny|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_sunny]|mapped
ic_oui_weather_thunder_storm|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_thunder_storm]|mapped
ic_oui_weather_wake_up|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_wake_up]|mapped
ic_oui_weather_windy|resource|OneUiDrawableCatalog.entries[name=ic_oui_weather_windy]|mapped
ic_oui_west|resource|OneUiDrawableCatalog.entries[name=ic_oui_west]|mapped
ic_oui_west_north_west|resource|OneUiDrawableCatalog.entries[name=ic_oui_west_north_west]|mapped
ic_oui_west_south_west|resource|OneUiDrawableCatalog.entries[name=ic_oui_west_south_west]|mapped
ic_oui_whirlwind|resource|OneUiDrawableCatalog.entries[name=ic_oui_whirlwind]|mapped
ic_oui_widget|resource|OneUiDrawableCatalog.entries[name=ic_oui_widget]|mapped
ic_oui_widget_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_widget_outline]|mapped
ic_oui_wifi|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi]|mapped
ic_oui_wifi_call|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_call]|mapped
ic_oui_wifi_call_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_call_outline]|mapped
ic_oui_wifi_call_spr|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_call_spr]|mapped
ic_oui_wifi_call_spr_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_call_spr_outline]|mapped
ic_oui_wifi_call_vzw|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_call_vzw]|mapped
ic_oui_wifi_call_vzw_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_call_vzw_outline]|mapped
ic_oui_wifi_network|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_network]|mapped
ic_oui_wifi_no_connection|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_no_connection]|mapped
ic_oui_wifi_secure|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_secure]|mapped
ic_oui_wifi_strength_1|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_strength_1]|mapped
ic_oui_wifi_strength_2|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_strength_2]|mapped
ic_oui_wifi_strength_3|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_strength_3]|mapped
ic_oui_wifi_video_call_non_capable|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_video_call_non_capable]|mapped
ic_oui_wifi_video_call_non_capable_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_video_call_non_capable_outline]|mapped
ic_oui_wifi_video_call_tmo_global|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_video_call_tmo_global]|mapped
ic_oui_wifi_video_call_vzw|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_video_call_vzw]|mapped
ic_oui_wifi_video_call_vzw_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_wifi_video_call_vzw_outline]|mapped
ic_oui_work|resource|OneUiDrawableCatalog.entries[name=ic_oui_work]|mapped
ic_oui_work_private|resource|OneUiDrawableCatalog.entries[name=ic_oui_work_private]|mapped
ic_oui_work_profile|resource|OneUiDrawableCatalog.entries[name=ic_oui_work_profile]|mapped
ic_oui_work_profile_outline|resource|OneUiDrawableCatalog.entries[name=ic_oui_work_profile_outline]|mapped
ic_oui_workout|resource|OneUiDrawableCatalog.entries[name=ic_oui_workout]|mapped
oui_des_bottomsheet_drag_handle|shape|OneUiDrawableCatalog.entries[name=oui_des_bottomsheet_drag_handle]|mapped
oui_des_btn_outline_bg|shape|OneUiDrawableCatalog.entries[name=oui_des_btn_outline_bg]|mapped
oui_des_btn_transparent_bg|shape|OneUiDrawableCatalog.entries[name=oui_des_btn_transparent_bg]|mapped
oui_des_drawer_menu_category_bg|shape|OneUiDrawableCatalog.entries[name=oui_des_drawer_menu_category_bg]|mapped
oui_des_drawer_menu_category_bg_navrail|shape|OneUiDrawableCatalog.entries[name=oui_des_drawer_menu_category_bg_navrail]|mapped
oui_des_drawer_menu_category_fg|shape|OneUiDrawableCatalog.entries[name=oui_des_drawer_menu_category_fg]|mapped
oui_des_drawer_menu_dotted_separator|shape|OneUiDrawableCatalog.entries[name=oui_des_drawer_menu_dotted_separator]|mapped
oui_des_drawer_menu_expand_icon|icon|OneUiDrawableCatalog.entries[name=oui_des_drawer_menu_expand_icon]|mapped
oui_des_drawer_menu_item_bg|shape|OneUiDrawableCatalog.entries[name=oui_des_drawer_menu_item_bg]|mapped
oui_des_floating_action_bar_layout_bg|shape|OneUiDrawableCatalog.entries[name=oui_des_floating_action_bar_layout_bg]|mapped
oui_des_floating_action_bar_selected_btn_bg|shape|OneUiDrawableCatalog.entries[name=oui_des_floating_action_bar_selected_btn_bg]|mapped
oui_des_floating_action_bar_selected_ripple|shape|OneUiDrawableCatalog.entries[name=oui_des_floating_action_bar_selected_ripple]|mapped
oui_des_floating_action_bar_unselected_btn_bg|shape|OneUiDrawableCatalog.entries[name=oui_des_floating_action_bar_unselected_btn_bg]|mapped
oui_des_floating_action_bar_unselected_ripple|shape|OneUiDrawableCatalog.entries[name=oui_des_floating_action_bar_unselected_ripple]|mapped
oui_des_grid_menu_dialog_item_bg|shape|OneUiDrawableCatalog.entries[name=oui_des_grid_menu_dialog_item_bg]|mapped
oui_des_ic_ab_app_info|icon|OneUiDrawableCatalog.entries[name=oui_des_ic_ab_app_info]|mapped
oui_des_ic_ab_drawer|icon|OneUiDrawableCatalog.entries[name=oui_des_ic_ab_drawer]|mapped
oui_des_ic_ab_search|icon|OneUiDrawableCatalog.entries[name=oui_des_ic_ab_search]|mapped
oui_des_list_item_selected_avd|stateful|OneUiDrawableCatalog.entries[name=oui_des_list_item_selected_avd]|mapped
oui_des_list_item_selected_icon|stateful|OneUiDrawableCatalog.entries[name=oui_des_list_item_selected_icon]|mapped
oui_des_list_item_selection_anim_selector|stateful|OneUiDrawableCatalog.entries[name=oui_des_list_item_selection_anim_selector]|mapped
oui_des_list_item_unselected_avd|stateful|OneUiDrawableCatalog.entries[name=oui_des_list_item_unselected_avd]|mapped
oui_des_list_item_unselected_icon|stateful|OneUiDrawableCatalog.entries[name=oui_des_list_item_unselected_icon]|mapped
oui_des_preference_color_picker_preview|shape|OneUiDrawableCatalog.entries[name=oui_des_preference_color_picker_preview]|mapped
oui_des_preference_horizontal_radio_divider_vertical|shape|OneUiDrawableCatalog.entries[name=oui_des_preference_horizontal_radio_divider_vertical]|mapped
oui_des_preference_seekbar_pro_btn_bg|shape|OneUiDrawableCatalog.entries[name=oui_des_preference_seekbar_pro_btn_bg]|mapped
oui_des_preference_seekbar_pro_btn_bg_mask|shape|OneUiDrawableCatalog.entries[name=oui_des_preference_seekbar_pro_btn_bg_mask]|mapped
oui_des_preference_seekbar_pro_minus|icon|OneUiDrawableCatalog.entries[name=oui_des_preference_seekbar_pro_minus]|mapped
oui_des_preference_seekbar_pro_plus|icon|OneUiDrawableCatalog.entries[name=oui_des_preference_seekbar_pro_plus]|mapped
oui_des_preference_suggestion_card_button_bg|shape|OneUiDrawableCatalog.entries[name=oui_des_preference_suggestion_card_button_bg]|mapped
oui_des_preference_suggestion_card_close_btn|shape|OneUiDrawableCatalog.entries[name=oui_des_preference_suggestion_card_close_btn]|mapped
oui_des_preference_suggestion_card_icon|icon|OneUiDrawableCatalog.entries[name=oui_des_preference_suggestion_card_icon]|mapped
oui_des_preference_suggestion_close_btn_icon|icon|OneUiDrawableCatalog.entries[name=oui_des_preference_suggestion_close_btn_icon]|mapped
oui_des_preference_tipscard_button_bg|shape|OneUiDrawableCatalog.entries[name=oui_des_preference_tipscard_button_bg]|mapped
oui_des_preference_tipscard_close|shape|OneUiDrawableCatalog.entries[name=oui_des_preference_tipscard_close]|mapped
oui_des_qr_clip_scanning_rect|shape|OneUiDrawableCatalog.entries[name=oui_des_qr_clip_scanning_rect]|mapped
oui_des_qr_code_anchor|shape|OneUiDrawableCatalog.entries[name=oui_des_qr_code_anchor]|mapped
oui_des_qr_flash_high_contrast_background|shape|OneUiDrawableCatalog.entries[name=oui_des_qr_flash_high_contrast_background]|mapped
oui_des_qr_gallery_btn|icon|OneUiDrawableCatalog.entries[name=oui_des_qr_gallery_btn]|mapped
oui_des_qr_gallery_high_contrast|shape|OneUiDrawableCatalog.entries[name=oui_des_qr_gallery_high_contrast]|mapped
oui_des_qr_roi|painter|OneUiDrawableCatalog.entries[name=oui_des_qr_roi]|mapped
oui_des_qr_scanning_rect|shape|OneUiDrawableCatalog.entries[name=oui_des_qr_scanning_rect]|mapped
oui_des_relative_links_card_bg|shape|OneUiDrawableCatalog.entries[name=oui_des_relative_links_card_bg]|mapped
oui_des_relative_links_item_bg|shape|OneUiDrawableCatalog.entries[name=oui_des_relative_links_item_bg]|mapped
oui_des_rounded_tab_background|shape|OneUiDrawableCatalog.entries[name=oui_des_rounded_tab_background]|mapped
oui_des_rounded_tab_background_selected|shape|OneUiDrawableCatalog.entries[name=oui_des_rounded_tab_background_selected]|mapped
oui_des_rounded_tab_background_unselected|shape|OneUiDrawableCatalog.entries[name=oui_des_rounded_tab_background_unselected]|mapped
oui_des_rounded_tab_layout_background|shape|OneUiDrawableCatalog.entries[name=oui_des_rounded_tab_layout_background]|mapped
oui_des_seekbar_tick_mark|shape|OneUiDrawableCatalog.entries[name=oui_des_seekbar_tick_mark]|mapped
oui_des_tip_popup_balloon_bg_left|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_balloon_bg_left]|mapped
oui_des_tip_popup_balloon_bg_left_translucent|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_balloon_bg_left_translucent]|mapped
oui_des_tip_popup_balloon_bg_right|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_balloon_bg_right]|mapped
oui_des_tip_popup_balloon_bg_right_translucent|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_balloon_bg_right_translucent]|mapped
oui_des_tip_popup_btn_borderless|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_btn_borderless]|mapped
oui_des_tip_popup_hint_bg01|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_hint_bg01]|mapped
oui_des_tip_popup_hint_bg02|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_hint_bg02]|mapped
oui_des_tip_popup_hint_bg03|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_hint_bg03]|mapped
oui_des_tip_popup_hint_bg04|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_hint_bg04]|mapped
oui_des_tip_popup_hint_bg_translucent|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_hint_bg_translucent]|mapped
oui_des_tip_popup_hint_icon|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_hint_icon]|mapped
oui_des_tip_popup_hint_icon_rtl|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_hint_icon_rtl]|mapped
oui_des_tip_popup_hint_icon_translucent|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_hint_icon_translucent]|mapped
oui_des_tip_popup_hint_icon_translucent_rtl|painter|OneUiDrawableCatalog.entries[name=oui_des_tip_popup_hint_icon_translucent_rtl]|mapped
oui_des_toast_frame_mtrl|shape|OneUiDrawableCatalog.entries[name=oui_des_toast_frame_mtrl]|mapped
